Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_593	WP_004684123	COG2225	1	C	Malate synthase	AceB	TCA cycle, glyoxylate bypass		1D8C
group_596	WP_011005486	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_599	WP_041594647	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_6	WP_004683307	COG0791	2	M	Cell wall-associated hydrolase, NlpC_P60 family	NlpC			2EVR
group_60	WP_002968428	COG4166	0	E	ABC-type oligopeptide transport system, periplasmic component	OppA			1B05
group_600	WP_004683819	COG2141	0	HR	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	SsuD	Pyrimidine degradation		1BRL
group_601	WP_004684739	COG4974	3	L	Site-specific recombinase XerD	XerD			1A0P
group_607	WP_004684711	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_609	WP_006017048	COG3564	0	S	Uncharacterized conserved protein, DUF779 family				
group_61	WP_004682363	COG3288	1	C	NAD/NADP transhydrogenase alpha subunit	PntA			1F8G
group_611	WP_002971701	COG2197	3	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
group_614	WP_002966527	COG2008	0	E	Threonine aldolase	GLY1			4LNJ
group_615	WP_004681164	COG4177	1	E	ABC-type branched-chain amino acid transport system, permease component	LivM			
group_616	WP_002968215	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_619	WP_004681095	COG4206	0	H	Outer membrane cobalamin receptor protein BtuB	BtuB			1NQE
group_62	WP_004684632	COG0587	0	L	DNA polymerase III, alpha subunit	DnaE			2HNH
group_620	WP_004681019	COG1129	0	G	ABC-type sugar transport system, ATPase component	MglA			
group_621	WP_004681015	COG3268	0	S	Uncharacterized conserved protein, related to short-chain dehydrogenases				
group_623	WP_004681002	COG1360	1	N	Flagellar motor protein MotB	MotB			
group_626	WP_005968961	COG0654	0	HC	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	UbiH	Ubiquinone biosynthesis		1BF3
group_627	WP_002964069	COG3827	0	D	Cell pole-organizing protein PopZ	PopZ			
group_628	WP_004683715	COG5009	0	M	Membrane carboxypeptidase/penicillin-binding protein	MrcA			3D0F
group_63	WP_004684690	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
group_631	WP_004683698	COG1354	0	L	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	ScpA			3W6J
group_633	WP_002971474	COG0834	0	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	HisJ			1GGG
group_634	WP_004683680	COG3454	0	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	PhnM			
group_635	WP_004686799	COG3921	0	S	Uncharacterized conserved protein, contains Extensin-like_C domain				
group_636	WP_004686745	COG4291	0	S	Uncharacterized membrane protein			30962626	
group_638	WP_004681651	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_639	WP_005971705	COG1177	0	E	ABC-type spermidine/putrescine transport system, permease component II	PotC			
group_641	WP_004682023	COG1840	0	P	ABC-type Fe3+ transport system, periplasmic component	AfuA			6IVY
group_642	WP_004682020	COG3842	0	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA			1Z47
group_643	WP_002968483	COG0483	0	G	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	SuhB	Gluconeogenesis		1AWB
group_645	WP_002965929	COG1737	0	K	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	RpiR			2O3F
group_646	WP_002965965	COG4607	0	P	ABC-type enterochelin transport system, periplasmic component	CeuA			3ZKW
group_648	WP_010658939	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_650	WP_004681928	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_651	WP_005969562	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_652	WP_004683344	COG0775	1	FH	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	MtnN	Menaquinone biosynthesis	18801996	1T8R
group_653	WP_002963781	COG2363	0	S	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	YgdD			
group_655	WP_004683395	COG2223	3	P	Nitrate/nitrite transporter NarK	NarK			4JR9
group_656	WP_002966733	COG3216	0	S	Uncharacterized conserved protein, DUF2062 family				
group_659	WP_004683488	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_661	WP_004683553	COG2935	0	O	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	Ate1			
group_662	WP_004691907	COG0054	0	H	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	RibE	Riboflavin/FAD biosynthesis		1C2Y
group_664	WP_005969315	COG2913	0	M	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex	BamE			2KM7
group_665	WP_002963910	COG5452	0	S	Uncharacterized conserved protein				6RWT
group_667	WP_004683601	COG2050	0	Q	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI			1PSU
group_668	WP_002963928	COG2873	0	E	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	MET17	Methionine biosynthesis		2CTZ
group_67	WP_011005507	COG1021	0	Q	EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase	EntE			3RG2
group_670	WP_005968673	COG0513	3	L	Superfamily II DNA and RNA helicase	SrmB			3RRM
group_672	WP_004683763	COG4948	0	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	RspA	Non-phosphorylated Entner-Doudoroff pathway		1BKH
group_673	WP_004683748	COG0143	0	J	Methionyl-tRNA synthetase	MetG	Aminoacyl-tRNA synthetases		1A8H
group_674	WP_006256674	COG0001	0	H	Glutamate-1-semialdehyde aminotransferase	HemL	Heme biosynthesis		2CFB
group_675	WP_004682524	COG0154	0	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L
group_676	WP_004682533	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_678	WP_002968630	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_681	WP_002970966	COG0038	1	P	H+/Cl- antiporter ClcA	ClcA			1KPK
group_682	WP_004683119	COG1561	0	S	Uncharacterized stationary-phase protein YicC, UPF0701 family	YicC		1925027	
group_683	WP_004683099	COG2230	1	I	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	Cfa			5Z9O
group_684	WP_002967450	COG0034	0	F	Glutamine phosphoribosylpyrophosphate amidotransferase	PurF	Purine biosynthesis		1ECB
group_685	WP_004683087	COG5265	1	O	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	ATM1			4MRN
group_686	WP_002970964	COG1652	1	P	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain	XkdP		27112601	5FIM
group_687	WP_004683080	COG2265	0	J	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	TrmA	tRNA modification		1UWV
group_689	WP_004686588	COG1024	0	I	Enoyl-CoA hydratase/carnithine racemase	CaiD	Fatty acid biosynthesis		1DCI
group_690	WP_002971572	COG0142	0	H	Geranylgeranyl pyrophosphate synthase	IspA	Isoprenoid biosynthesis		2AZJ
group_693	WP_004682963	COG3748	0	S	Uncharacterized membrane protein				
group_696	WP_004682927	COG0534	0	V	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	NorM		29915058	3VVN
group_699	WP_004682847	COG0318	0	I	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	MenE/FadK	Menaquinone biosynthesis	25151136;27455459	5EY9
group_70	WP_004681938	COG0471	0	G	Di- and tricarboxylate antiporter	CitT			4F35
group_702	WP_004682375	COG5001	3	T	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain				
group_703	WP_011005587	COG4177	0	E	ABC-type branched-chain amino acid transport system, permease component	LivM			
group_704	WP_004682352	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_705	WP_004682349	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_706	WP_012091475	COG0160	1	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	ArgD	Arginine biosynthesis		1SF2
group_706	WP_012091475	COG0739	3	M	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain	NlpD			2GU1
group_706	WP_012091475	COG2334	1	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_707	WP_004682345	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_708	WP_002967212	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_709	WP_004682335	COG3734	0	G	2-keto-3-deoxy-galactonokinase	DgoK			3R1X
group_71	WP_004683587	COG1086	3	MO	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	FlaA1			2GN4
group_71	WP_004683587	COG2148	1	M	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	WcaJ			5W7L
group_710	WP_004682330	COG4214	0	G	ABC-type xylose transport system, permease component	XylH			
group_711	WP_004682321	COG0402	0	FR	Cytosine/adenosine deaminase or related metal-dependent hydrolase	SsnA	Pyrimidine salvage		3O7U
group_712	WP_002965728	COG0243	0	C	Anaerobic selenocysteine-containing dehydrogenase	BisC			1EU1
group_713	WP_004682303	COG2222	0	M	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain	AgaS		16153181	3C3J
group_714	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_715	WP_004682257	COG2301	0	G	Citrate lyase beta subunit	CitE			4ROQ
group_716	WP_005971076	COG1960	0	I	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	CaiA	Fatty acid biosynthesis		1BUC
group_718	WP_004686895	COG4134	0	R	ABC-type uncharacterized transport system YnjBCD, periplasmic component	YnjB			
group_722	WP_004681865	COG0601	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB			
group_723	WP_004681864	COG1173	1	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
group_724	WP_002966097	COG4172	0	Q	ABC-type microcin C transport system, duplicated ATPase component YejF	YejF		17873039	
group_725	WP_011005704	COG0156	0	H	7-keto-8-aminopelargonate synthetase or related enzyme	BioF	Biotin biosynthesis		1BS0
group_726	WP_004681845	COG0161	0	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BioA	Biotin biosynthesis		1MLY
group_727	WP_005971540	COG0628	0	R	Predicted PurR-regulated permease PerM	PerM			
group_728	WP_012092549	COG1960	0	I	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	CaiA	Fatty acid biosynthesis		1BUC
group_729	WP_002966181	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_73	WP_002963560	COG4783	3	MO	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	BepA		24003122	6AIT
group_730	WP_004681807	COG2233	0	F	Xanthine/uracil permease	UraA	Pyrimidine degradation		3QE7
group_731	WP_004681804	COG2120	0	G	N-acetylglucosaminyl deacetylase, LmbE family	LmbE			1Q74
group_732	WP_041594660	COG0472	0	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	Rfe	Mureine biosynthesis		4J72
group_733	WP_002969353	COG2186	0	K	DNA-binding transcriptional regulator, FadR family	FadR			1E2X
group_734	WP_004681736	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_735	WP_005971624	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_736	WP_002966205	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_737	WP_004681727	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_738	WP_002966239	COG0038	0	P	H+/Cl- antiporter ClcA	ClcA			1KPK
group_739	WP_004686269	COG1376	1	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_74	WP_002965802	COG0286	0	V	Type I restriction-modification system, DNA methylase subunit	HsdM		26872910	2AR0
group_741	WP_004686704	COG3898	0	S	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to HemY-type protoporphyrinogen oxidase)	HemYx			
group_742	WP_002964956	COG1587	0	H	Uroporphyrinogen-III synthase	HemD	Heme biosynthesis		1JR2
group_743	WP_002964959	COG0240	0	C	Glycerol-3-phosphate dehydrogenase	GpsA	Isoprenoid biosynthesis		1EVY
group_745	WP_004684470	COG5653	3	N	Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family	BcsL			
group_748	WP_002965055	COG4093	0	S	Uncharacterized conserved protein, DUF2125 domain				
group_749	WP_004684490	COG2177	0	D	Cell division protein FtsX	FtsX			
group_752	WP_002965096	COG0825	0	I	Acetyl-CoA carboxylase alpha subunit	AccA	Fatty acid biosynthesis		2F9I
group_753	WP_012091089	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_754	WP_004684520	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_755	WP_002965115	COG2141	0	HR	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	SsuD	Pyrimidine degradation		1BRL
group_756	WP_002965119	COG4120	0	R	ABC-type uncharacterized transport system, permease component				
group_757	WP_004684528	COG1466	0	L	DNA polymerase III, delta subunit	HolA			3ZH9
group_76	WP_004681784	COG0463	0	M	Glycosyltransferase involved in cell wall bisynthesis	WcaA			5MLZ
group_760	WP_002965131	COG1806	0	T	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)	PpsR			5D0N
group_766	WP_040130030	COG1702	0	T	Phosphate starvation-inducible protein PhoH, predicted ATPase	PhoH		8444794;12762842	3B85
group_77	WP_002968345	COG3191	0	E	L-aminopeptidase/D-esterase	DmpA			1B65
group_771	WP_004684589	COG0260	0	E	Leucyl aminopeptidase	PepB		19553197;23825549	3H8E
group_772	WP_002965251	COG0476	0	H	Molybdopterin or thiamine biosynthesis adenylyltransferase	ThiF	Molybdopterin biosynthesis	32239579	1ZUD
group_774	WP_004684608	COG0283	0	F	Cytidylate kinase	Cmk		19111750;25691594;28928205	3R20
group_776	WP_002965297	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_777	WP_004684628	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_779	WP_002964243	COG2204	0	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_780	WP_004683836	COG3852	0	T	Signal transduction histidine kinase NtrB, nitrogen specific	NtrB		23893111	
group_784	WP_002971750	COG4565	2	KT	DNA-binding response regulator DpiB of citrate/malate metabolism	CitB			
group_787	WP_004682492	COG4108	0	J	Peptide chain release factor RF-3	PrfC	Translation factors		3UOQ
group_789	WP_002965614	COG3526	0	R	Predicted selenoprotein, Rdx family				2FA8
group_79	WP_004684547	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_790	WP_011005564	COG1611	0	F	Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family	PpnN		25728768;27941785;31023582;31420341	2PMB
group_792	WP_002965640	COG1173	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
group_793	WP_002965657	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_795	WP_004681510	COG2055	0	C	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	AllD	TCA cycle		1NXU
group_796	WP_002966348	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_797	WP_004681487	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_798	WP_002966361	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_799	WP_004681462	COG0475	1	P	Kef-type K+ transport system, membrane component KefB	KefB			4BWZ
group_799	WP_004681462	COG1226	3	P	Voltage-gated potassium channel Kch	Kch			3FWZ
group_80	WP_006014546	COG3386	0	G	Sugar lactone lactonase YvrE	YvrE	Non-phosphorylated Entner-Doudoroff pathway		1E1A
group_800	WP_002966383	COG0196	0	H	FAD synthase	RibF	Riboflavin/FAD biosynthesis		1MRZ
group_801	WP_005971960	COG2271	3	G	Sugar phosphate permease	UhpC			1PW4
group_802	WP_004681353	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_803	WP_002966447	COG0671	3	I	Membrane-associated phospholipid phosphatase	PgpB	Phospholipid biosynthesis		1D2T
group_805	WP_004681310	COG1566	1	V	Multidrug resistance efflux pump EmrA	EmrA			4TKO
group_806	WP_004681306	COG1840	0	P	ABC-type Fe3+ transport system, periplasmic component	AfuA			6IVY
group_808	WP_004681278	COG0019	0	E	Diaminopimelate decarboxylase	LysA	Lysine biosynthesis		1D7K
group_81	WP_004683856	COG0008	0	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ
group_810	WP_004686782	COG5330	0	S	Uncharacterized conserved protein, DUF2336 family				
group_811	WP_006641152	COG1129	0	G	ABC-type sugar transport system, ATPase component	MglA			
group_813	WP_005970801	COG2270	0	R	MFS-type transporter involved in bile tolerance, Atg22 family	BtlA		12583894	
group_816	WP_004684253	COG3938	0	E	Proline racemase/hydroxyproline epimerase	PrdF		17849014	1TM0
group_818	WP_012091270	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_82	WP_004682419	COG2199	3	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	GGDEF			6D9M
group_820	WP_002967904	COG0604	0	CR	NADPH:quinone reductase or related Zn-dependent oxidoreductase	Qor			2VCY
group_822	WP_004684153	COG0790	1	R	TPR repeat	TPR			1KLX
group_823	WP_002964797	COG0352	0	H	Thiamine monophosphate synthase	ThiE	Thiamine biosynthesis	19060138	1G4T
group_824	WP_002964796	COG4645	0	R	Predicted acyltransferase	OpgC			
group_825	WP_002964765	COG0845	1	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
group_826	WP_002964749	COG0784	1	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	CheY			6QRJ
group_826	WP_002964749	COG1595	1	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z
group_828	WP_002967857	COG1176	0	E	ABC-type spermidine/putrescine transport system, permease component I	PotB			
group_829	WP_004684093	COG1173	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
group_830	WP_004684078	COG5042	0	F	Purine nucleoside permease	NUP			
group_831	WP_004686338	COG1132	0	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD
group_833	WP_004684048	COG4178	0	R	ABC-type uncharacterized transport system, permease and ATPase components	YddA			6JBJ
group_835	WP_002964587	COG0358	0	L	DNA primase (bacterial type)	DnaG		28128549	3B39
group_837	WP_004684029	COG0679	0	R	Predicted permease, AEC (auxin efflux carrier) family	YfdV			
group_838	WP_004684028	COG3757	0	M	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family	Acm			1H09
group_840	WP_002964518	COG0277	0	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
group_842	WP_004684003	COG0265	3	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_844	WP_004683997	COG3158	0	P	K+ uptake protein Kup	Kup			
group_845	WP_002964476	COG5266	0	R	Uncharacterized protein, contains GH25 family domain				
group_848	WP_004685732	COG1566	3	V	Multidrug resistance efflux pump EmrA	EmrA			4TKO
group_852	WP_004683951	COG1270	0	H	Cobalamin biosynthesis protein CobD/CbiB	CbiB	Cobalamine/B12 biosynthesis		
group_855	WP_004683937	COG4395	0	I	Predicted lipid-binding transport protein, Tim44 family	Tim44			2CW9
group_856	WP_004683935	COG0596	0	HR	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	MenH	Menaquinone biosynthesis		4MYS
group_858	WP_002964325	COG0693	0	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	YajL		19028889;28596309;26678554	5SY4
group_86	WP_005967738	COG1132	0	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD
group_860	WP_004683896	COG1760	1	E	L-serine deaminase	SdaA			4RQO
group_861	WP_002964293	COG0584	0	I	Glycerophosphoryl diester phosphodiesterase	UgpQ			1O1Z
group_862	WP_004683881	COG4875	1	O	Protein kinase association domain CaMKII_AD, NTF2-like superfamily	CaMKIID		26949248	
group_863	WP_004681922	COG1414	0	K	DNA-binding transcriptional regulator, IclR family	IclR			1MKM
group_864	WP_005971299	COG2207	1	K	AraC-type DNA-binding domain and AraC-containing proteins	AraC			1BL0
group_866	WP_011069144	COG3946	2	U	Type IV secretory pathway, VirJ component	VirJ			
group_867	WP_002966050	COG0785	0	CO	Cytochrome c biogenesis protein CcdA	CcdA			5VKV
group_870	WP_002967363	COG4213	0	G	ABC-type xylose transport system, periplasmic component	XylF			4YWH
group_871	WP_002971952	COG4178	0	R	ABC-type uncharacterized transport system, permease and ATPase components	YddA			6JBJ
group_873	WP_012092984	COG0715	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA			2X26
group_874	WP_002966297	COG1116	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	TauB			
group_877	WP_004681627	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_878	WP_002966277	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_879	WP_004682044	COG0174	0	E	Glutamine synthetase	GlnA	Glutamine biosynthesis		1F1H
group_88	WP_011982681	COG3839	0	G	ABC-type sugar transport system, ATPase component MalK	MalK			2ONK
group_880	WP_004682047	COG1454	0	C	Alcohol dehydrogenase, class IV	EutG			6AHC
group_881	WP_004682061	COG3616	0	E	D-serine deaminase, pyridoxal phosphate-dependent	Dsd1			3ANU
group_882	WP_012093248	COG1175	0	G	ABC-type sugar transport system, permease component	UgpA			3FH6
group_883	WP_004682086	COG1385	0	J	16S rRNA U1498 N3-methylase RsmE	RsmE	16S rRNA modification		1NXZ
group_885	WP_002965873	COG0665	0	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
group_889	WP_004681064	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_89	WP_004682120	COG0601	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB			
group_892	WP_004686715	COG1126	0	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
group_893	WP_004686250	COG0456	3	J	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI			1GHE
group_894	WP_002968912	COG0601	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppB			
group_897	WP_010659441	COG0523	1	R	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	YejR		19822009;31132310	1NIJ
group_898	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_899	WP_002964683	COG1123	2	O	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	GsiA			
group_900	WP_004682096	COG0174	0	E	Glutamine synthetase	GlnA	Glutamine biosynthesis		1F1H
group_901	WP_011005702	COG0651	0	CP	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	HyfB			6CFW
group_903	WP_004681229	COG2951	1	M	Membrane-bound lytic murein transglycosylase B	MltB			1D0K
group_903	WP_004681229	COG3409	3	M	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases	PGRP			4FET
group_904	WP_004684144	COG3637	0	M	Opacity protein LomR and related surface antigens	LomR			1Q9F
group_906	NP_414879	COG1609	0	K	DNA-binding transcriptional regulator, LacI/PurR family	PurR			1BDH
group_91	WP_004686954	COG3264	0	M	Small-conductance mechanosensitive channel MscK	MscK			
group_910	WP_004684720	COG4948	0	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	RspA	Non-phosphorylated Entner-Doudoroff pathway		1BKH
group_911	WP_004684719	COG0179	0	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	YcgM			1GTT
group_912	WP_004684717	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
group_913	WP_004684708	COG1125	0	E	ABC-type proline/glycine betaine transport system, ATPase component	OpuBA			
group_914	WP_004686755	COG2202	1	T	PAS domain	PAS			2MWG
group_914	WP_004686755	COG5001	3	T	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain				
group_915	WP_004684697	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_916	WP_002965447	COG1349	0	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR			
group_917	WP_002969528	COG2197	0	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
group_918	WP_002967099	COG0161	0	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BioA	Biotin biosynthesis		1MLY
group_921	WP_002965397	COG0597	0	MU	Lipoprotein signal peptidase	LspA			5DIR
group_924	WP_004681223	COG3451	0	U	Type IV secretory pathway, VirB4 component	VirB4			
group_925	WP_002966523	COG1113	0	E	L-asparagine transporter or related permease	AnsP			
group_928	WP_002966545	COG0169	0	E	Shikimate 5-dehydrogenase	AroE	Aromatic amino acid biosynthesis		1NPD
group_929	WP_004681176	COG0508	0	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	AceF	Pyruvate oxidation		1B5S
group_93	WP_004684685	COG2981	0	EP	Sulfate transporter CysZ	CysZ		24657232	3TX3
group_930	WP_002968213	COG4117	0	P	Thiosulfate reductase cytochrome b subunit	YdhU			
group_932	WP_002966589	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_933	WP_004685161	COG1522	3	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_933	WP_004685161	COG1940	1	GK	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	NagC			1WOQ
group_934	WP_002966598	COG1409	3	T	3',5'-cyclic AMP phosphodiesterase CpdA	CpdA			2ZO9
