Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_375	WP_005967964	COG2982	3	M	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis	AsmA			
group_3751	WP_002971243	COG5342	1	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_3752	WP_002963895	COG1714	0	S	Uncharacterized membrane protein YckC, RDD family	YckC			
group_3755	WP_004682989	COG1393	0	P	Arsenate reductase or related protein, glutaredoxin family	ArsC			1I9D
group_3756	WP_002963630	COG1845	1	C	Heme/copper-type cytochrome/quinol oxidase, subunit 3	CyoC			1QLE
group_3758	WP_002967573	COG0377	0	C	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	NuoB	NADH dehydrogenase	25941396	2FUG
group_3760	WP_002963985	COG0236	0	I	Acyl carrier protein	AcpP	Fatty acid biosynthesis		1ACP
group_3761	WP_002968382	COG0640	0	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_3762	WP_004681253	COG0800	0	G	2-keto-3-deoxy-6-phosphogluconate aldolase	Eda	Entner-Doudoroff pathway		2V81
group_3763	WP_002963803	COG0736	0	I	Phosphopantetheinyl transferase (holo-ACP synthase)	AcpS			1F7L
group_3764	WP_002964592	COG5395	0	S	Uncharacterized membrane protein				
group_3766	WP_004684099	COG5385	0	T	Histidine phosphotransfer protein ChpT, HPt domain	HPt		23932593	4FMT
group_3768	WP_004686432	COG1961	0	L	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	SpoIVCA			1GDT
group_377	WP_004683985	COG0804	0	E	Urease alpha subunit	UreC			5A6T
group_3770	WP_004683018	COG1533	1	L	DNA repair photolyase	SplB			
group_3772	WP_004686348	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_3774	WP_002963835	COG2318	0	Q	Bacillithiol/mycothiol S-transferase BstA/DinB, DinB/YfiT family (unrelated to E. coli DinB)	DinB		22059487;24821014	2QE9
group_3776	WP_004682115	COG1123	2	O	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	GsiA			
group_3777	WP_004683355	COG1284	2	S	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	YitT			3HLU
group_3778	WP_004686040	COG0765	0	E	ABC-type amino acid transport system, permease component	HisM			4YMS
group_3779	WP_004681680	COG0662	1	G	Mannose-6-phosphate isomerase, cupin superfamily	ManC			1IPJ
group_3779	WP_004681680	COG0836	1	M	Mannose-1-phosphate guanylyltransferase	CpsB			2QH5
group_3781	WP_002964574	COG3049	0	MR	Penicillin V acylase or related amidase, Ntn superfamily	YxeI			2BJF
group_3783	WP_002965254	COG4239	0	Q	ABC-type microcin C transport system, permease component YejE	YejE			
group_3785	WP_002963864	COG0847	2	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_3786	WP_004682355	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
group_3787	WP_002964961	COG2947	0	R	Predicted RNA-binding protein, contains EVE domain	EVE		32652237	1ZCE
group_3789	WP_002963490	COG1380	0	R	Putative effector of murein hydrolase LrgA, UPF0299 family	YohJ			
group_3790	WP_002963747	COG5448	0	S	Uncharacterized conserved protein, DUF2460 domain				
group_3793	WP_004682215	COG4992	0	E	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	ArgD	Arginine biosynthesis		2E54
group_3794	WP_002965744	COG0640	2	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_3795	WP_002964935	COG3316	0	X	Transposase (or an inactivated derivative), DDE domain	Rve			
group_3797	WP_004684534	COG0407	0	H	Uroporphyrinogen-III decarboxylase HemE	HemE	Heme biosynthesis		2DG5
group_3798	WP_004684095	COG0640	0	K	DNA-binding transcriptional regulator, ArsR family	ArsR			3F6V
group_3799	WP_002966212	COG0410	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivF	LivF		26527648;32250026	1JI0
group_380	WP_004683976	COG1172	0	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
group_3800	WP_002966676	COG3427	0	C	Carbon monoxide dehydrogenase subunit CoxG	CoxG			2NS9
group_3801	WP_004681709	COG0282	0	C	Acetate kinase	AckA			3SK3
group_3802	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_3803	WP_002964979	COG2329	0	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	HmoA		21873409	1IUJ
group_3807	WP_004684579	COG1253	2	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
group_3808	WP_002963998	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3809	WP_004684016	COG0774	0	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase	LpxC	Lipid A biosynthesis		1P42
group_381	WP_004683939	COG1181	0	MR	D-alanine-D-alanine ligase or related ATP-grasp enzyme	DdlA	Mureine biosynthesis		1E4E
group_3810	WP_004686795	COG2989	2	M	Murein L,D-transpeptidase YcbB/YkuD	YcbB		18456808	6NTW
group_3811	WP_004684242	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_3812	WP_002966306	COG4314	0	P	Nitrous oxide reductase accessory protein NosL	NosL			2HPU
group_3813	WP_002965034	COG1250	0	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
group_3816	WP_002965616	COG0242	0	J	Peptide deformylase	Def			1BS4
group_3818	WP_002965799	COG1451	0	R	UTP pyrophosphatase, metal-dependent hydrolase family	YgjP		27941785	4JIU
group_3819	WP_002964324	COG0565	0	J	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	TrmJ	tRNA modification		3ONP
group_3821	WP_002965683	COG0457	3	R	Tetratricopeptide (TPR) repeat	TPR			3AS4
group_3824	WP_010659493	COG4213	0	G	ABC-type xylose transport system, periplasmic component	XylF			4YWH
group_3825	WP_002965367	COG3637	0	M	Opacity protein LomR and related surface antigens	LomR			1Q9F
group_3828	WP_004681359	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_383	WP_004683915	COG2256	0	L	Replication-associated recombination protein RarA (DNA-dependent ATPase)	RarA			3PVS
group_3831	WP_004684233	COG0738	0	G	Fucose permease	FucP			3O7P
group_3832	WP_002971753	COG5429	0	S	Uncharacterized conserved protein, DUF1223 domain				2AXO
group_3833	WP_005969894	COG0735	0	P	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	Fur			1MZB
group_3834	WP_002967984	COG1126	0	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
group_3835	WP_004682539	COG0444	0	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppD			4FWI
group_3836	WP_002966091	COG5455	0	P	Periplasmic regulator RcnB of Ni and Co efflux	RcnB			2L1S
group_3837	WP_004683561	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3838	WP_004683954	COG2099	0	H	Precorrin-6x reductase	CobK	Cobalamine/B12 biosynthesis		4X7G
group_3839	WP_002966603	COG2188	0	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0
group_3842	WP_004684587	COG1464	0	P	ABC-type metal ion transport system, periplasmic component/surface antigen	NlpA			1P99
group_3843	WP_004684613	COG0077	0	E	Prephenate dehydratase	PheA2	Aromatic amino acid biosynthesis		1PHZ
group_3844	WP_002971235	COG0847	0	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_3847	WP_004684450	COG3686	0	S	Uncharacterized conserved protein, MAPEG superfamily				
group_3848	WP_004684595	COG4174	0	Q	ABC-type microcin C transport system, permease component YejB	YejB		17873039	
group_3849	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3850	WP_002966147	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3851	WP_002963624	COG5342	0	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_3853	WP_004682266	COG0350	1	L	DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase)	AdaB		29061663	6RLA
group_3853	WP_004682266	COG2169	1	L	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	AdaA			1ADN
group_3854	WP_002965133	COG0169	0	E	Shikimate 5-dehydrogenase	AroE	Aromatic amino acid biosynthesis		1NPD
group_3855	WP_002964640	COG1825	1	J	Ribosomal protein L25 (general stress protein Ctc)	RplY	Ribosome 50S subunit		1B75
group_3856	WP_005970325	COG4172	0	Q	ABC-type microcin C transport system, duplicated ATPase component YejF	YejF		17873039	
group_3857	WP_002963914	COG0776	0	L	Bacterial nucleoid DNA-binding protein IHF-alpha	HimA			1B8Z
group_3858	WP_002965161	COG1925	0	TG	HPr or related phosphotransfer protein	PtsH			1CM2
group_3859	WP_002968219	COG0410	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivF	LivF		26527648;32250026	1JI0
group_3864	WP_004682997	COG4649	0	S	TPR-like repeat domain	TPR1			
group_3865	WP_002966687	COG1018	0	C	Flavodoxin/ferredoxin--NADP reductase	Fpr			3OZU
group_3866	WP_002963561	COG0752	0	J	Glycyl-tRNA synthetase, alpha subunit	GlyQ	Aminoacyl-tRNA synthetases		1J5W
group_3867	WP_004682242	COG1349	0	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR			
group_3868	WP_004684258	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3869	WP_004683823	COG0652	0	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	PpiB			4DGD
group_387	WP_002965676	COG3288	3	C	NAD/NADP transhydrogenase alpha subunit	PntA			1F8G
group_3870	WP_004683411	COG1051	1	F	ADP-ribose pyrophosphatase YjhB, NUDIX family	YjhB			3GZ5
group_3872	WP_004683133	COG3175	0	CO	Cytochrome c oxidase assembly protein Cox11	COX11			1SO9
group_3873	WP_002964443	COG0392	0	M	Predicted membrane flippase AglD2/YbhN, UPF0104 family	AglD2		25583072	
group_3874	WP_004683134	COG5349	0	S	Uncharacterized conserved protein, DUF983 family				
group_3876	WP_004684018	COG1589	0	D	Cell division septal protein FtsQ	FtsQ			1YR1
group_3877	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3878	WP_004684073	COG2030	0	I	Acyl-CoA dehydratase PaaZ	MaoC			5ZY8
group_3879	WP_002963809	COG1896	0	FR	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	YfbR			2PAQ
group_388	WP_002965677	COG1282	0	C	NAD/NADP transhydrogenase beta subunit	PntB			1D4O
group_3880	WP_004683760	COG0008	0	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ
group_3881	WP_004684142	COG1932	0	HE	Phosphoserine aminotransferase	SerC	Serine biosynthesis		1BJN
group_3883	WP_004684519	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3884	WP_004683270	COG0605	0	P	Superoxide dismutase	SodA			1AP5
group_3887	WP_002966203	COG4608	0	E	ABC-type oligopeptide transport system, ATPase component	AppF			
group_3889	WP_002965761	COG1764	0	V	Organic hydroperoxide reductase OsmC/OhrA	OsmC			1QWI
group_3892	WP_004683040	COG3668	0	X	Plasmid stabilization system protein ParE	ParE			3KXE
group_3893	WP_004681740	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_3894	WP_004682505	COG0277	2	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
group_3895	WP_002967489	COG0782	0	K	Transcription elongation factor, GreA/GreB family	GreA			1GRJ
group_3896	WP_004686962	COG2885	1	M	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	OmpA			1OAP
group_3897	WP_004683014	COG0711	0	C	FoF1-type ATP synthase, membrane subunit b or b'	AtpF	FoF1-type ATP synthase		1B9U
group_3899	WP_004684538	COG4395	0	I	Predicted lipid-binding transport protein, Tim44 family	Tim44			2CW9
group_39	WP_004683820	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
group_3900	WP_002964031	COG0456	0	J	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI			1GHE
group_3901	WP_002963946	COG0839	0	C	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	NuoJ	NADH dehydrogenase		4HE8
group_3904	WP_004681382	COG2063	0	N	Flagellar basal body L-ring protein FlgH	FlgH			
group_3906	WP_004684614	COG3474	1	C	Cytochrome c2	Cyc7			1YEA
group_3908	WP_002964614	COG3169	0	S	Uncharacterized membrane protein, DMT/DUF486 family			21873409	
group_3909	WP_004683830	COG0740	0	O	ATP-dependent protease ClpP, protease subunit	ClpP			1TG6
group_391	WP_004682313	COG1304	0	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	Isoprenoid biosynthesis		6AI7
group_3910	WP_002965680	COG2030	0	I	Acyl-CoA dehydratase PaaZ	MaoC			5ZY8
group_3912	WP_004684056	COG3921	0	S	Uncharacterized conserved protein, contains Extensin-like_C domain				
group_3913	WP_004684050	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
group_3914	WP_004683466	COG3637	0	M	Opacity protein LomR and related surface antigens	LomR			1Q9F
group_3917	WP_002969982	COG3293	0	X	Transposase				
group_3919	WP_002964906	COG0288	0	P	Carbonic anhydrase	CynT		22081392	1EKJ
group_3921	WP_004681745	COG0664	0	T	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	Crp			1FT9
group_3922	WP_041594642	COG2840	0	L	DNA-nicking endonuclease, Smr domain	SmrA		12730195	3QD7
group_3923	WP_004683151	COG0612	0	R	Predicted Zn-dependent peptidase, M16 family	PqqL			6OFS
group_3924	WP_002964520	COG2112	3	T	Predicted Ser/Thr protein kinase				
group_3927	WP_002966347	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3929	WP_004681742	COG3055	0	M	N-acetylneuraminic acid mutarotase	NanM		18063573	2UVK
group_393	WP_004682241	COG2390	0	K	DNA-binding transcriptional regulator LsrR, DeoR family	DeoR		23974133;24893262	2GNP
group_3930	WP_002966620	COG3232	0	E	5-carboxymethyl-2-hydroxymuconate isomerase	HpaF			1OTG
group_3931	WP_004682358	COG4091	0	E	Predicted homoserine dehydrogenase, contains C-terminal SAF domain				3UPL
group_3933	WP_005969343	COG0654	0	HC	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	UbiH	Ubiquinone biosynthesis		1BF3
group_3934	WP_002963713	COG0433	0	L	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	HerA			4D2I
group_3936	WP_002967000	COG0760	3	O	Peptidyl-prolyl isomerase, parvulin family	SurA			2ZR5
group_3937	WP_002964125	COG0546	0	C	Phosphoglycolate phosphatase, HAD superfamily	Gph			2NYV
group_3938	WP_004683846	COG0149	0	G	Triosephosphate isomerase	TpiA	Glycolysis		1HG3
group_3939	WP_002964221	COG0652	0	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	PpiB			4DGD
group_394	WP_004682218	COG0277	0	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
group_3940	WP_002964052	COG2076	0	V	Multidrug transporter EmrE and related cation transporters	EmrE			2I68
group_3943	WP_002967701	COG0022	1	C	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	AcoB	Pyruvate oxidation		2OZL
group_3943	WP_002967701	COG0511	3	I	Biotin carboxyl carrier protein	AccB	Fatty acid biosynthesis		1A6X
group_3944	WP_002965592	COG3247	0	R	Acid resistance membrane protein HdeD, DUF308 family	HdeD		12694615;28802266	
group_3945	WP_004683917	COG0202	0	K	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	RpoA	RNA polymerase		4KN7
group_3946	WP_002963982	COG0604	0	CR	NADPH:quinone reductase or related Zn-dependent oxidoreductase	Qor			2VCY
group_3950	WP_004684435	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_3951	WP_041594661	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_3952	WP_004684643	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3953	WP_004685190	COG0741	2	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_3955	WP_004682088	COG3572	0	H	Gamma-glutamylcysteine synthetase	Gsh2			2GWD
group_3956	WP_002967934	COG0325	0	H	Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family	YggS		26872910	3SY1
group_3958	WP_004681515	COG3945	2	R	Hemerythrin domain				
group_3959	WP_004683406	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3961	WP_002964651	COG0219	0	J	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	TrmL	tRNA modification		4JAK
group_3962	WP_002964730	COG5591	0	S	Uncharacterized conserved protein				
group_3963	WP_004683059	COG0484	3	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain	DnaJ			1BQ0
group_3965	WP_002966111	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_3966	WP_002967872	COG1403	0	V	5-methylcytosine-specific restriction endonuclease McrA	McrA			
group_3967	WP_002971060	COG2241	1	H	Precorrin-6B methylase 1	CobL	Cobalamine/B12 biosynthesis		
group_3967	WP_002971060	COG2242	1	H	Precorrin-6B methylase 2	CobL	Cobalamine/B12 biosynthesis		1F38
group_3969	WP_002964670	COG0053	0	P	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	FieF			2QFI
group_397	WP_002965460	COG0715	0	P	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	TauA			2X26
group_3971	WP_002965205	COG1117	0	P	ABC-type phosphate transport system, ATPase component	PstB			
group_3972	WP_002966605	COG4272	2	S	Uncharacterized membrane protein				
group_3974	WP_004683348	COG0625	0	O	Glutathione S-transferase	GstA			1A0F
group_3976	WP_002964873	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3978	WP_004686188	COG1216	3	G	Glycosyltransferase, GT2 family	WcaE			2Z86
group_398	WP_004684710	COG0334	0	E	Glutamate dehydrogenase/leucine dehydrogenase	GdhA	Glutamine biosynthesis	24391520	1B3B
group_3980	WP_004681173	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_3981	WP_002964836	COG3931	0	E	Predicted N-formylglutamate amidohydrolase	HutG2			2ODF
group_3982	WP_004686918	COG1960	0	I	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	CaiA	Fatty acid biosynthesis		1BUC
group_3984	WP_004685101	COG1376	0	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	ErfK			4LZH
group_3985	WP_004684121	COG1495	0	O	Disulfide bond formation protein DsbB	DsbB			2LTQ
group_3986	WP_004682472	COG1132	0	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD
group_3987	WP_002964773	COG0104	0	F	Adenylosuccinate synthase	PurA	Purine biosynthesis		1ADE
group_3988	WP_002964551	COG3023	0	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	AmpD			2Y28
group_3990	WP_002967987	COG0626	0	E	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	Methionine biosynthesis		1CL1
group_3991	WP_002965803	COG0732	3	V	Restriction endonuclease S subunit	HsdS			1YDX
group_3992	WP_002972282	COG0122	0	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AlkA			1DIZ
group_3994	WP_004681236	COG0276	0	H	Protoheme ferro-lyase (ferrochelatase)	HemH	Heme biosynthesis		1AK1
group_3998	WP_002966149	COG3189	0	S	Uncharacterized conserved protein YeaO, DUF488 family	YeaO			
group_3999	WP_002963651	COG1011	0	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB		24123841	4JB3
group_4163	WP_005970228	COG3293	0	X	Transposase				
group_423	WP_004686845	COG0693	0	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	YajL		19028889;28596309;26678554	5SY4
group_460	WP_004684428	COG0697	0	GER	Permease of the drug/metabolite transporter (DMT) superfamily	RhaT			5I20
group_462	WP_004683327	COG1391	0	O	Glutamine synthetase adenylyltransferase	GlnE1			1V4A
group_463	WP_002963765	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_463	WP_002963765	COG2202	1	T	PAS domain	PAS			2MWG
group_465	WP_004683344	COG0775	1	FH	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	MtnN	Menaquinone biosynthesis	18801996	1T8R
group_467	WP_004683424	COG0739	1	M	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain	NlpD			2GU1
group_468	WP_004683445	COG0488	1	R	ATPase components of ABC transporters with duplicated ATPase domains	Uup			5ZXD
group_530	WP_004681796	COG4310	0	R	Uncharacterized conserved protein, cotains an aminopeptidase-like domain				3K9T
group_562	WP_012091817	COG1879	0	G	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	RbsB			1BA2
group_569	WP_004682376	COG2071	0	E	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	PuuD			1L9X
group_591	WP_004682376	COG2071	0	E	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	PuuD			1L9X
group_594	WP_004683760	COG0008	0	J	Glutamyl- or glutaminyl-tRNA synthetase	GlnS	Heme biosynthesis		1EUQ
group_597	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_66	WP_004682363	COG3288	1	C	NAD/NADP transhydrogenase alpha subunit	PntA			1F8G
group_662	WP_004684628	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_665	WP_004684608	COG0283	0	F	Cytidylate kinase	Cmk		19111750;25691594;28928205	3R20
group_667	WP_002965251	COG0476	0	H	Molybdopterin or thiamine biosynthesis adenylyltransferase	ThiF	Molybdopterin biosynthesis	32239579	1ZUD
group_668	WP_004684589	COG0260	0	E	Leucyl aminopeptidase	PepB		19553197;23825549	3H8E
group_787	WP_041594660	COG0472	0	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	Rfe	Mureine biosynthesis		4J72
group_807	WP_005968673	COG0513	3	L	Superfamily II DNA and RNA helicase	SrmB			3RRM
group_85	WP_004681784	COG0463	0	M	Glycosyltransferase involved in cell wall bisynthesis	WcaA			5MLZ
group_850	WP_002964325	COG0693	0	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	YajL		19028889;28596309;26678554	5SY4
group_851	WP_002964322	COG2358	0	R	TRAP-type uncharacterized transport system, periplasmic component	Imp			1US4
group_853	WP_004683896	COG1760	1	E	L-serine deaminase	SdaA			4RQO
group_854	WP_002964293	COG0584	0	I	Glycerophosphoryl diester phosphodiesterase	UgpQ			1O1Z
group_855	WP_004683881	COG4875	1	O	Protein kinase association domain CaMKII_AD, NTF2-like superfamily	CaMKIID		26949248	
group_856	WP_004682375	COG5001	3	T	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain				
group_857	WP_011005587	COG4177	0	E	ABC-type branched-chain amino acid transport system, permease component	LivM			
group_858	WP_004682352	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_859	WP_004682349	COG0683	0	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG
group_902	WP_004686715	COG1126	0	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
group_903	WP_004686250	COG0456	3	J	Ribosomal protein S18 acetylase RimI and related acetyltransferases	RimI			1GHE
group_914	NP_414879	COG1609	0	K	DNA-binding transcriptional regulator, LacI/PurR family	PurR			1BDH
group_943	WP_002968715	COG3293	2	X	Transposase				
group_944	WP_002963682	COG0438	0	M	Glycosyltransferase involved in cell wall bisynthesis	RfaB			2IV7
group_945	WP_002975117	COG2963	3	X	Transposase InsE and inactivated derivatives	InsE		23818957	2JN6
group_980	WP_004684170	COG0365	0	I	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	Acs		14638756	4B2O
group_981	WP_010661411	COG2378	2	K	Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	YobV			
group_982	WP_002964822	COG2050	0	Q	Acyl-CoA thioesterase PaaI, contains HGG motif	PaaI			1PSU
group_984	WP_006255832	COG5010	2	UW	Flp pilus assembly protein TadD, contains TPR repeats	TadD			3WXX
group_985	WP_004684212	COG2258	0	FV	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	YiiM		18312271;29459651	1O65
group_989	WP_006255820	COG0014	0	E	Gamma-glutamyl phosphate reductase	ProA	Proline biosynthesis		4GHK
hldD	WP_004686870	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
iolG_1	WP_004684523	COG0673	0	R	Predicted dehydrogenase	MviM			3UUW
lysDH	WP_010658899	COG1748	0	E	Saccharopine dehydrogenase, NADP-dependent	Lys9	Lysine biosynthesis		1E5L
mtgA_3	WP_002969866	COG0744	1	M	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	MrcB			3FWL
secE	WP_002964376	COG0690	0	U	Preprotein translocase subunit SecE	SecE		29684280	5MG3
tetA	WP_005231954	COG2814	2	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
tgt_2	WP_005968547	COG0343	0	J	Queuine/archaeosine tRNA-ribosyltransferase	Tgt	tRNA modification	15805528	1XW8
tuf	WP_002970090	COG0050	0	J	Translation elongation factor EF-Tu, a GTPase	TufA	Translation factors		1EFU
tuf_1	WP_002970090	COG0050	0	J	Translation elongation factor EF-Tu, a GTPase	TufA	Translation factors		1EFU
